Feature Scenario,Testcase Title,TestcaseId,Testcase Precondition,Testcase Steps,Expected Results
"UpdateProvisioned IOPS SSD (io2) with the following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-255,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) with the following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-256,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Provisioned IOPS SSD (io2) Volume Size < 1 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-257,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Provisioned IOPS SSD (io2) Volume Size > 16384 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-258,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Provisioned IOPS SSD (io2) Volume IOPS < 100,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-259,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Provisioned IOPS SSD (io2) Volume Size > 64000,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-260,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-261,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is <= 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-262,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-263,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-264,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
with Tags with following condition 
Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-265,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
 Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-266,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
 Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-267,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) Volume
Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-268,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-269,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-270,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-271,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to General Purpose SSD (gp2) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-272,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to General Purpose SSD (gp2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-273,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to General Purpose SSD (gp2) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-274,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-275,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-276,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-277,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-278,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-279,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-280,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Provisioned IOPS SSD (io1) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-281,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-282,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-283,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Cold HDD (sc1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-284,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Cold HDD (sc1) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-285,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Cold HDD (sc1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-286,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Cold HDD (sc1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-287,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Throughput Optimized (st1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-288,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Throughput Optimized (st1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-289,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Throughput Optimized (st1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-290,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Throughput Optimized (st1) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-291,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Throughput Optimized (st1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-292,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Throughput Optimized (st1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-293,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-294,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-295,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to  Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-296,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to Magnetic (standard) Volume with Size < 1 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-297,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2) to  Magnetic (standard) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-298,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Provisioned IOPS SSD (io2)  to  Magnetic (standard) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-299,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume Size
500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-300,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume Size
with 500 GiB >= size <= 16384 GiB
Without Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-301,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume Size
500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-302,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Cold HDD (sc1) Volume Size < 500 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-303,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Cold HDD (sc1) Volume Size > 16384 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-304,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-305,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is <= 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-306,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-307,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-308,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
with Tags with following condition 
Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-309,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
 Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-310,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
 Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-311,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) Volume
Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-312,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-313,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-314,"SODA Multi-Cloud Docker Containers Up & Running
",,
"UpdateCold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-315,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-316,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-317,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-318,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io1) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-319,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-320,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-321,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-322,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-323,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-324,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-325,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Provisioned IOPS SSD (io2) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-326,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-327,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-328,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-329,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to General Purpose SSD (gp2) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-330,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to General Purpose SSD (gp2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-331,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Cold HDD (sc1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-332,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Throughput Optimized (st1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-333,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Throughput Optimized (st1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-334,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Throughput Optimized (st1) Volume with following conditions:

500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-335,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Throughput Optimized (st1) Volume with Size < 500 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-336,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Throughput Optimized (st1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-337,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Throughput Optimized (st1) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-338,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-339,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-340,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to  Magnetic (standard) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-341,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to Magnetic (standard) Volume with Size < 1 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-342,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1)to  Magnetic (standard) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-343,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Cold HDD (sc1) to  Magnetic (standard) Volume with IOPS
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-344,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume Size
500 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-345,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume Size
with 500 GiB >= size <= 16384 GiB
Without Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-346,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume Size
500 GiB >= size <= 16384 GiB
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-347,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Throughput Optimized HDD (st1) Volume Size < 500 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-348,"SODA Multi-Cloud Docker Containers Up & Running
",,
Update Throughput Optimized HDD (st1) Volume Size > 16384 GiB,Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-349,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-350,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is <= 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-351,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-352,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
with Tags with following condition 
Number of Tags upto 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-353,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
with Tags with following condition 
Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-354,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
 Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is <=256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-355,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
 Number of Tags > 50 in Size
Length of Tag key is <= 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-356,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) Volume
Number of Tags > 50 in Size
Length of Tag key is > 128 
Length of Tag key is > 256",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-357,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-358,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-359,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-360,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-361,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-362,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-363,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io1) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-364,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-365,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-366,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
100 >= IOPS <= 64000
With Description
With Tags",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-367,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with Size < 1GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-368,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with Size > 16384 GiB
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-369,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with IOPS < 100
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-370,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to Provisioned IOPS SSD (io2) Volume with IOPS > 64000
",Volume Updation - [InValid Scenerio],TC-MuliCloud-Block-371,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
With Description",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-372,"SODA Multi-Cloud Docker Containers Up & Running
",,
"Update Throughput Optimized HDD (st1) to General Purpose SSD (gp2) Volume with following conditions:

1 GiB >= size <= 16384 GiB
Without Description
",Volume Updation - [Valid Scenerio],TC-MuliCloud-Block-373,"SODA Multi-Cloud Docker Containers Up & Running
",,
